Project/Plant Name,status,technology_all,technology,rated power_kW,country,latitude,longitude,grid_level
Fujian Electric Institute 125 kW/250 kWh ESS,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,125,China,26.074508,119.3,null
Axion Solar Farm 9.1 MW Coatesville,Announced,Electro-chemical battery and chemical storage,Lead-acid battery,9000,United States,41.0036719,-80.35,null
Fomo Pumped-hydro Storage Station (??????),Operational,Electro-mechanical energy storage,Pumped hydro storage,160000,China,31.392786,116.33,null
Abdelmoumen Pumped Storage Power Station,Announced,Electro-mechanical energy storage,Pumped hydro storage,350000,Morocco,30.675233,-9.2,Transmission
SCE Home Battery Pilot,Contracted,Electro-chemical battery and chemical storage,Lithium-ion battery,80,United States,34.0805651,-118.07,null
Hydro Pumped Storage Amfilochia,Announced,Electro-mechanical energy storage,Pumped hydro storage,680000,Greece,38.8632567,21.17,null
Flat Holm Microgrid Project,Operational,Electro-chemical battery and chemical storage,Lead-acid battery,5,United Kingdom,51.377861,-3.12,null
Green Charge Networks GreenStation Announced 22,Announced,Electro-chemical battery and chemical storage,Lithium-ion battery,30,United States,33.98208635,-117.5153511,Secondary Distribution
Green Charge Networks GreenStation Announced 23,Announced,Electro-chemical battery and chemical storage,Lithium-ion battery,30,United States,34.1883735,-119.2220629,Secondary Distribution
Green Charge Networks GreenStation Announced 25,Announced,Electro-chemical battery and chemical storage,Lithium-ion battery,30,United States,36.992568,-121.9428597,Secondary Distribution
Green Charge Networks GreenStation Announced 26,Announced,Electro-chemical battery and chemical storage,Lithium-ion battery,200,United States,34.0196568,-118.0327764,Secondary Distribution
Green Charge Networks GreenStation Announced 27,Announced,Electro-chemical battery and chemical storage,Lithium-ion battery,60,United States,33.74349225,-117.0307443,Secondary Distribution
Green Charge Networks GreenStation Announced 28,Announced,Electro-chemical battery and chemical storage,Lithium-ion battery,60,United States,34.0990733,-118.1085682,Secondary Distribution
Green Charge Networks GreenStation Announced 29,Announced,Electro-chemical battery and chemical storage,Lithium-ion battery,90,United States,33.67334875,-117.9560726,Secondary Distribution
Green Charge Networks GreenStation Announced 30,Announced,Electro-chemical battery and chemical storage,Lithium-ion battery,400,United States,34.0574169,-117.1733065,Secondary Distribution
Green Charge Networks GreenStation Announced 31,Announced,Electro-chemical battery and chemical storage,Lithium-ion battery,90,United States,37.4922157,-122.22432,Secondary Distribution
Green Charge Networks GreenStation Announced 5,Announced,Electro-chemical battery and chemical storage,Lithium-ion battery,180,United States,36.80287166,-119.8623862,Secondary Distribution
Green Charge Networks GreenStation Announced 6,Announced,Electro-chemical battery and chemical storage,Lithium-ion battery,200,United States,36.81268964,-119.7091293,Secondary Distribution
Green Charge Networks GreenStation Announced 7,Announced,Electro-chemical battery and chemical storage,Lithium-ion battery,60,United States,36.82385166,-119.6976737,Secondary Distribution
Green Charge Networks GreenStation Announced 8,Announced,Electro-chemical battery and chemical storage,Lithium-ion battery,60,United States,36.8642229,-119.6391566,Secondary Distribution
Green Charge Networks GreenStation Announced 9,Announced,Electro-chemical battery and chemical storage,Lithium-ion battery,200,United States,36.81775116,-119.6818448,Secondary Distribution
Green Charge Networks GreenStation Announced 10,Announced,Electro-chemical battery and chemical storage,Lithium-ion battery,200,United States,36.8916092,-119.7340863,Secondary Distribution
Green Charge Networks GreenStation Announced 11,Announced,Electro-chemical battery and chemical storage,Lithium-ion battery,60,United States,36.85930408,-119.7630251,Secondary Distribution
Green Charge Networks GreenStation Announced 13,Announced,Electro-chemical battery and chemical storage,Lithium-ion battery,1000,United States,37.723561,-122.400192,Secondary Distribution
Green Charge Networks GreenStation Announced 14,Announced,Electro-chemical battery and chemical storage,Lithium-ion battery,60,United States,33.975344,-118.034833,Secondary Distribution
Green Charge Networks GreenStation Announced 15,Announced,Electro-chemical battery and chemical storage,Lithium-ion battery,200,United States,34.2772814,-119.2326676,Secondary Distribution
Green Charge Networks GreenStation Announced 16,Announced,Electro-chemical battery and chemical storage,Lithium-ion battery,200,United States,34.163043,-119.159316,Secondary Distribution
Green Charge Networks GreenStation Announced 17,Announced,Electro-chemical battery and chemical storage,Lithium-ion battery,400,United States,34.285558,-118.8820414,Secondary Distribution
Green Charge Networks GreenStation Announced 1,Announced,Electro-chemical battery and chemical storage,Lithium-ion battery,120,United States,36.81649333,-119.808477,Secondary Distribution
Green Charge Networks GreenStation Announced 2,Announced,Electro-chemical battery and chemical storage,Lithium-ion battery,60,United States,36.7212902,-119.8060144,Secondary Distribution
Green Charge Networks GreenStation Announced 3,Announced,Electro-chemical battery and chemical storage,Lithium-ion battery,60,United States,36.76620637,-119.8042239,Secondary Distribution
Green Charge Networks GreenStation Announced 4,Announced,Electro-chemical battery and chemical storage,Lithium-ion battery,60,United States,36.7647593,-119.7726064,Secondary Distribution
20 MW - Puerto Rico - Fonroche / Schneider Electric,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,20,United States,18.15,-65.82,null
Solar-thermal Hybrid Compressed Air Energy Storage (STHC-100),Operational,Electro-mechanical energy storage,Compressed air energy storage,100,China,36.5981032,101.8222356,Transmission
Leinster Nickel Operation PowerStore Flywheel - 1 MW PowerStore system,Operational,Electro-mechanical energy storage,Flywheel,1000,Australia,-27.9128383,120.6973818,Transmission
"Adele CAES Project - Sachsen-Anhalt, Germany",Announced,Electro-mechanical energy storage,Compressed air energy storage,200000,Germany,51.8608995,11.5790389,Transmission
Blue Solutions - CanalOlympia Brazzaville 140kWc Solar Power and 400kWh Battery Storage,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,100,Republic of the Congo,-4.162086,15.173814,Transmission
Blue Solutions - CanalOlympia Antananarivo 140kWc Solar Power and 400kWh Battery Storage,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,100,Madagascar,-18.52,47.3,Transmission
Blue Solutions - N????????mes 200kWh of LMP Batteries,De-Commissioned,Electro-chemical battery and chemical storage,Lead-acid battery,50,France ,43.503995,4.21361,Transmission
Blue Solutions - Tulle 200kWh of LMP Batteries,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,50,France ,45.1539575,1.465519,Transmission
Blue Solutions - Le-Puy-en-Velay 35kWc PV,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,20,France ,45.228669,3.532162,Transmission
Blue Solutions - Vaucresson 2MWh LMP,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,500,France ,48.5052069,2.1032041,Transmission
Blue Solutions - Odet 2MWh LMP Battery System,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,500,France ,48.131235,-4.116208,Transmission
Autonomous Lithium Ion Battery shelter ???????????????????? Tanzania,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,50,Tanzania,-1.32,31.9,Transmission
Angas A-CAES (Advanced Compressed Air Energy Storage) Project ???????????????????? Hydrostor,Under Construction,Electro-mechanical energy storage,Compressed air energy storage,5000,Australia,-35.251,138.916,Transmission
Goderich A-CAES (Advanced Compressed Air Energy Storage) Commercial Demonstration Facility ???????????????????? Hydrostor,Contracted,Electro-mechanical energy storage,Compressed air energy storage,1750,Canada,43.732,-81.6905,Transmission
Toronto A-CAES (Advanced Compressed Air Energy Storage) Technical Demonstration Facility ???????????????????? Hydrostor,Operational,Electro-mechanical energy storage,Compressed air energy storage,660,Canada,43.613,-79.381,Transmission
Canyon Creek Pumped Hydro Energy Storage Project,Announced,Electro-mechanical energy storage,Pumped hydro storage,75000,Canada,53.509661,-117.422649,Transmission
TOA 125 kW/250 kWh ESS,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,125,Taiwan,23.69781,120.96,null
TOA 250 kW/500 kWh ESS ,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,250,Taiwan,23.69781,120.96,null
TOA 250 kW/750 kWh ESS ,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,250,Taiwan,23.69781,120.96,null
Woojin/Maxwell Incheon Line 2 - Wanjeong Station (205),Operational,Electro-chemical battery and chemical storage,Electro-chemical capacitor,1200,South Korea,37.476364,126.62,null
TOA 100 kW/250 kWh ESS,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,100,Taiwan,23.69781,120.96,null
JiangSu ChangZhou 100 kW/250 kWh ESS,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,100,China,31.811226,119.97,null
POSCO Secondary Battery Research Activity,Operational,Electro-chemical battery and chemical storage,Sodium-based battery,198,South Korea,37.4562557,126.71,null
State Grid Shanghai FIAMM Battery Project,Operational,Electro-chemical battery and chemical storage,Sodium-based battery,100,China,31.2306855,121.47,null
Rellswerk Pumped Hydro Project,Operational,Electro-mechanical energy storage,Pumped hydro storage,12000,Austria,47.0531826,9.75,Secondary Distribution
Aguayo II Pumped Storage Power Plant,Operational,Electro-mechanical energy storage,Pumped hydro storage,1014000,Spain,43.1276249,-4.06,Transmission
Liyang Pumped Storage Power Station,Operational,Electro-mechanical energy storage,Pumped hydro storage,1500000,China,31.2865686,119.42,Transmission
Hongping Pumped Storage Power Station,Operational,Electro-mechanical energy storage,Pumped hydro storage,1200000,China,29.066,115.32,Transmission
Dniester Pumped Storage Power Station,Operational,Electro-mechanical energy storage,Pumped hydro storage,2268000,Ukraine,48.45,27.42,Transmission
Jixi Pumped Storage Power Station (????????????????????????) ,Operational,Electro-mechanical energy storage,Pumped hydro storage,1800000,China,30.132157,118.73,Transmission
GO Development Pumped Hydro Demonstration Project,Operational,Electro-mechanical energy storage,Pumped hydro storage,6,Denmark,54.92273,9.68,Transmission
Shedd Aquarium-1MW lithium-ion battery,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,1000,United States,41.8676217,-87.61,null
Ochang ESS - LG Chem,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,1500,South Korea,36.7397608,127.457992,null
Solar Smart Grid Tabarre,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,500,Haiti,18.594395,-72.31,null
Rural New York Smart Home - Lotus Energy / SimpliPhi,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,20,United States,41,-74,null
500 kW - Microgrid Research and Innovation Park at University of Ontario Institute of Technology (UOIT),Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,500,Canada,43.8970929,-78.87,null
Silla University (Busan) Energy Storage,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,500,South Korea,35.1453713,128.46,null
Korail Wondang Station,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,1000,South Korea,37.566535,126.98,null
Korail Baekseok Station,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,1000,South Korea,37.6583599,126.83,null
Seoul Metro Euljiro 3(sam)-ga Station,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,1000,South Korea,37.566535,126.98,null
Chungbuk National University Hospital,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,250,South Korea,36.6424341,127.49,null
Korea Testing Laboratory,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,250,South Korea,37.566535,126.98,null
Dongguan SSL 1 MW/2 MWh ESS,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,1000,China,23.020536,113.75,null
